
3.982859e+01, -8.858387e+00, -49
3.982858e+01, -8.858385e+00, -45
3.982858e+01, -8.858393e+00, -43
3.982857e+01, -8.858403e+00, -46
3.982856e+01, -8.858402e+00, -49
3.982854e+01, -8.858395e+00, -53
3.982854e+01, -8.858388e+00, -57
3.982853e+01, -8.858378e+00, -48
3.982852e+01, -8.858372e+00, -43
3.982852e+01, -8.858363e+00, -44
3.982851e+01, -8.858353e+00, -53
3.982852e+01, -8.858343e+00, -44
3.982852e+01, -8.858337e+00, -46
3.982853e+01, -8.858330e+00, -60
3.982854e+01, -8.858318e+00, -55
3.982855e+01, -8.858315e+00, -44
3.982856e+01, -8.858310e+00, -38
3.982856e+01, -8.858312e+00, -42
3.982857e+01, -8.858308e+00, -44
3.982857e+01, -8.858302e+00, -45
3.982857e+01, -8.858293e+00, -47
3.982857e+01, -8.858285e+00, -50
3.982857e+01, -8.858273e+00, -49
3.982858e+01, -8.858260e+00, -49
3.982858e+01, -8.858245e+00, -51
3.982858e+01, -8.858232e+00, -54
3.982858e+01, -8.858217e+00, -58
3.982858e+01, -8.858202e+00, -57
3.982858e+01, -8.858178e+00, -54
3.982858e+01, -8.858163e+00, -54
3.982857e+01, -8.858157e+00, -57
3.982857e+01, -8.858148e+00, -54
3.982857e+01, -8.858143e+00, -58
3.982857e+01, -8.858133e+00, -55
3.982858e+01, -8.858123e+00, -58
3.982858e+01, -8.858110e+00, -58
3.982858e+01, -8.858097e+00, -62
3.982858e+01, -8.858088e+00, -65
3.982858e+01, -8.858080e+00, -68
3.982857e+01, -8.858070e+00, -70
3.982856e+01, -8.858060e+00, -68
3.982856e+01, -8.858053e+00, -69
3.982855e+01, -8.858050e+00, -71
3.982854e+01, -8.858048e+00, -68
3.982852e+01, -8.858047e+00, -68
3.982852e+01, -8.858043e+00, -68
3.982850e+01, -8.858045e+00, -68
3.982849e+01, -8.858050e+00, -65
3.982848e+01, -8.858053e+00, -63
3.982847e+01, -8.858058e+00, -62
3.982846e+01, -8.858063e+00, -62
3.982844e+01, -8.858067e+00, -65
3.982843e+01, -8.858070e+00, -66
3.982842e+01, -8.858073e+00, -65
3.982841e+01, -8.858078e+00, -68
3.982839e+01, -8.858082e+00, -70
3.982838e+01, -8.858087e+00, -72
3.982838e+01, -8.858093e+00, -73
3.982836e+01, -8.858102e+00, -75
3.982835e+01, -8.858110e+00, -76
3.982834e+01, -8.858120e+00, -77
3.982834e+01, -8.858130e+00, -71
3.982833e+01, -8.858140e+00, -70
3.982832e+01, -8.858150e+00, -66
3.982831e+01, -8.858162e+00, -66
3.982831e+01, -8.858175e+00, -66
3.982830e+01, -8.858188e+00, -65
